Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
211,1614,66,65,37,0,21374344,10274552,,4920600,4474420,8240644,3738680,0,,343820,1480240,2077528,6372964,0
212,1620,66,65,37,0,21357364,10290648,,4913344,4461824,8242356,3739840,0,,351272,1492592,2074988,6371796,0
213,1626,66,65,37,0,21303432,10717164,,4916048,4473312,8197472,3716600,0,,349468,1479808,2491412,6396476,0
214,1632,66,65,37,0,21209740,10703480,,4928272,4443192,8131600,3706676,0,,331560,1510572,2455088,6406260,0
215,1638,66,65,37,0,21332168,11486192,,4950620,4441864,8222848,3716836,0,,1483204,1512004,2096332,6394652,0
216,1643,66,65,37,0,21340956,11206032,,4955336,4441752,8226116,3717752,0,,1195032,1511524,2106216,6393260,0
217,1649,66,65,37,0,21282728,10927096,,4885696,4442584,8244292,3710156,0,,948044,1510328,2068292,6400432,0
218,1655,66,65,37,0,21299792,10705624,,4891092,4445704,8250192,3712804,0,,744436,1507968,2059732,6393488,0
219,1661,66,65,37,0,21209400,11337320,,4891488,4445340,8172004,3700568,0,,743592,1508364,2675824,6409540,0
220,1667,66,65,37,0,21209824,10859524,,4895452,4447056,8160276,3707040,0,,739912,1506940,2209248,6403424,0
221,1672,66,65,37,0,21209072,10855968,,4894508,4446492,8155148,3712924,0,,741200,1506980,2211240,6396548,0
222,1678,66,65,37,0,21315952,10686004,,4898400,4446536,8253860,3717156,0,,734064,1505776,2053752,6392412,0
223,1684,66,65,37,0,21323880,10678644,,4899304,4444844,8253612,3726120,0,,733648,1507208,2054396,6383392,0
224,1690,66,65,37,0,21341432,10665244,,4899352,4444780,8270572,3726728,0,,733460,1507036,2041744,6383004,0
225,1696,66,65,37,0,21268312,11074932,,4898200,4444472,8205472,3720168,0,,734256,1507376,2443112,6390188,0
226,1701,66,65,37,0,21286392,10757208,,4891176,4446476,8227752,3720988,0,,741608,1503060,2122920,6389620,0
227,1707,66,65,37,0,21292224,10651024,,4899520,4444392,8213336,3734976,0,,732620,1391804,2156872,6369728,0
