Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
249,2,248,0,0,26763576,85141836,,4794356,5063504,8287748,8617968,,24753320,23332244,18703824,18352448
250,1,249,0,0,26704940,85190588,,4798044,5052000,8273364,8581532,,24748892,23349852,18711508,18380336
251,2,250,0,0,26712956,85174044,,4784840,5051436,8282652,8594028,,24761396,23349084,18711396,18352168
252,3,251,0,0,26785536,85129844,,4787892,5071864,8325292,8600488,,24751940,23347516,18672616,18357772
253,5,253,0,0,26781456,85079376,,4807192,5053852,8321780,8598632,,24726436,23348568,18650908,18353464
254,4,253,0,0,26783676,85086364,,4813328,5068880,8300220,8601248,,24736608,23326720,18681452,18341584
255,1,254,0,0,26807876,85082816,,4816560,5079508,8311424,8600384,,24735540,23327060,18675608,18344608
256,2,255,0,0,26848380,85027412,,4808608,5080884,8334564,8624324,,24717536,23331712,18641920,18336244
257,15,257,0,0,26806276,85020792,,4816544,5074540,8298648,8616544,,24717320,23312188,18671604,18319680
258,3,257,0,0,26921836,84949164,,4821576,5101388,8363372,8635500,,24713224,23291480,18621440,18323020
